question,product_description,image_url,label
what is the price,2016 Santa's Sleigh,http://ecx.images-amazon.com/images/I/71da0GmWhcL.jpg,0
Is there a back up camera?,2016 Santa's Sleigh,http://ecx.images-amazon.com/images/I/71da0GmWhcL.jpg,0
Does this model have built in hot chocolate dispenser?,2016 Santa's Sleigh,http://ecx.images-amazon.com/images/I/71da0GmWhcL.jpg,0
Whats the payload?,2016 Santa's Sleigh,http://ecx.images-amazon.com/images/I/71da0GmWhcL.jpg,0
Whats the storage capacity?,2016 Santa's Sleigh,http://ecx.images-amazon.com/images/I/71da0GmWhcL.jpg,0
"If I lower it 5 inches in the front and 6 in the back will 22"" rails rub?",2016 Santa's Sleigh,http://ecx.images-amazon.com/images/I/71da0GmWhcL.jpg,0
Is this avaliable for Prime?,2016 Santa's Sleigh,http://ecx.images-amazon.com/images/I/71da0GmWhcL.jpg,0
Does it have child safety latch system?,2016 Santa's Sleigh,http://ecx.images-amazon.com/images/I/71da0GmWhcL.jpg,0
Theres no info on it is it sold out?,2016 Santa's Sleigh,http://ecx.images-amazon.com/images/I/71da0GmWhcL.jpg,0
Does it have anchors for a child seat?,2016 Santa's Sleigh,http://ecx.images-amazon.com/images/I/71da0GmWhcL.jpg,0
Can I get it in hot pink? Lol,2016 Santa's Sleigh,http://ecx.images-amazon.com/images/I/71da0GmWhcL.jpg,0
How do I even?,2016 Santa's Sleigh,http://ecx.images-amazon.com/images/I/71da0GmWhcL.jpg,0
What are the improvements over the 2015 model?,2016 Santa's Sleigh,http://ecx.images-amazon.com/images/I/71da0GmWhcL.jpg,0
Is it available for special events outside of Christmas? For example Prom Weddings etc?,2016 Santa's Sleigh,http://ecx.images-amazon.com/images/I/71da0GmWhcL.jpg,0
How does this differ from the 2015 model year?,2016 Santa's Sleigh,http://ecx.images-amazon.com/images/I/71da0GmWhcL.jpg,0
Can you back up power via USB?,2016 Santa's Sleigh,http://ecx.images-amazon.com/images/I/71da0GmWhcL.jpg,0
Will it blend?,2016 Santa's Sleigh,http://ecx.images-amazon.com/images/I/71da0GmWhcL.jpg,0
I ordered this but it never came and i cant find out who to contact about it....,Coghlan's Eyeglass Repair Kit,http://ecx.images-amazon.com/images/I/71+b9TVYDzL.jpg,0
Hi I want to order this pair of HID's but I don't know which size I need! How can I tell? I have a '98 Honda Prelude. Thanks!,Zenex H7 8000K HID Xenon Bulbs (1 Pair Iceberg Blue),http://ecx.images-amazon.com/images/I/41+iYabWW0L.jpg,0
This man is president of the most powerful nation in the world and you disrespect him like this? It is tastelesscrude and disrespectful,The Original Dump-a-Trump Pen Holder - Funny Donald Trump White Elephant Gift and Christmas Present,http://ecx.images-amazon.com/images/I/41tL6C4OM8L.jpg,0
Because of this I am going to stop being an Amazon customer,The Original Dump-a-Trump Pen Holder - Funny Donald Trump White Elephant Gift and Christmas Present,http://ecx.images-amazon.com/images/I/41tL6C4OM8L.jpg,0
How come something so offensive is being offered here?,The Original Dump-a-Trump Pen Holder - Funny Donald Trump White Elephant Gift and Christmas Present,http://ecx.images-amazon.com/images/I/41tL6C4OM8L.jpg,0
"Are ""solar eclipse glasses aug 21 2017"" ok to use?",Solar Eclipse Glasses - CE and ISO Certified Safe Shades for Direct Sun Viewing - Made in the USA (50 Pack) by Soluna,http://ecx.images-amazon.com/images/I/61uMz0bWDWL.jpg,0
How high does the zipper go up?,NIliker Women's Shiny Liquid Metallic Wet Look Zipper Front Catsuit (OneSize Gold),http://ecx.images-amazon.com/images/I/712g-EAK09L.jpg,0
Can a woman size 8.5 shoe fit these?,If You Can Read This 420 Bring Me Weed Stoner 420 Socks Unisex Funny Gift,http://ecx.images-amazon.com/images/I/414WeefcqEL.jpg,0
How does this game compare to Ni No Kuni?,Tales of Graces f - Playstation 3,http://ecx.images-amazon.com/images/I/91dqHgit1AL.jpg,0
Would this connect my sony bravia HDTV to my wi-fi network to stream netflix?,Edimax EW-7811Un 150Mbps 11n Wi-Fi USB Adapter Nano Size Lets You Plug it and Forget it Ideal for Raspberry Pi / Pi2 Supports Windows Mac OS Linux (Black/Gold),http://ecx.images-amazon.com/images/I/71P8Pfd7npL.jpg,0
Is sword truely full tang or rat tang?,German Bastard Full Tang Tempered Battle Ready Hand Forged Sword *SHARP EDGE BLADE*,http://ecx.images-amazon.com/images/I/413XNb9S84L.jpg,0
could i use this sword one handed?,German Bastard Full Tang Tempered Battle Ready Hand Forged Sword *SHARP EDGE BLADE*,http://ecx.images-amazon.com/images/I/413XNb9S84L.jpg,0
I just purchased and received this item. Is it supposed to shed? Because it's shedding like my real husky...,Daphne's Husky Headcovers,http://ecx.images-amazon.com/images/I/81j+2TjZz2L.jpg,0
will this fitl a gerbil?,Kaytee Comfort Harness and Stretchy Leash SmallColors Vary,http://ecx.images-amazon.com/images/I/71YAcvMjhLL.jpg,0
Will this fit a rat?,Kaytee Comfort Harness and Stretchy Leash SmallColors Vary,http://ecx.images-amazon.com/images/I/71YAcvMjhLL.jpg,0
Would this fit a chinchilla?,Kaytee Comfort Harness and Stretchy Leash SmallColors Vary,http://ecx.images-amazon.com/images/I/71YAcvMjhLL.jpg,0
comes with everything i see,DreamRunner Lifelike Reborn Baby Dolls Silicone Full Body Boy Anatomically Correct Newborn Baby Dll23-Inch 55cmWashable Could Take Bath,http://ecx.images-amazon.com/images/I/51IgjOhLWPL.jpg,0
I bought mine at Gameatop 99.00 Thursday everyone will have it on March 3rd,Marvel Legends Series Infinity Gauntlet Articulated Electronic Fist,http://ecx.images-amazon.com/images/I/81mQKShHyCL.jpg,0
what is the material?,Marvel Legends Series Infinity Gauntlet Articulated Electronic Fist,http://ecx.images-amazon.com/images/I/81mQKShHyCL.jpg,0
I bought the gauntlet april 1st fo you have any in stock?,Marvel Legends Series Infinity Gauntlet Articulated Electronic Fist,http://ecx.images-amazon.com/images/I/81mQKShHyCL.jpg,0
When do you will have one Gauntlet in stock? because I did buy it without look at the stock number and I need this order until saturday morning.,Marvel Legends Series Infinity Gauntlet Articulated Electronic Fist,http://ecx.images-amazon.com/images/I/81mQKShHyCL.jpg,0
I can't use it to snap! Whenever i put it on it just stays there. Is there a button to make it activate? Please tell me!,Marvel Legends Series Infinity Gauntlet Articulated Electronic Fist,http://ecx.images-amazon.com/images/I/81mQKShHyCL.jpg,0
If i order today when i'll get?,Marvel Legends Series Infinity Gauntlet Articulated Electronic Fist,http://ecx.images-amazon.com/images/I/81mQKShHyCL.jpg,0
Does the product have articulated fingers? because many comments say that it is rubber without articulated fingers. tell me please,Marvel Legends Series Infinity Gauntlet Articulated Electronic Fist,http://ecx.images-amazon.com/images/I/81mQKShHyCL.jpg,0
International shipments are also free?,Marvel Legends Series Infinity Gauntlet Articulated Electronic Fist,http://ecx.images-amazon.com/images/I/81mQKShHyCL.jpg,0
I pre-ordered this on march 25 it says its out of stock and i need to know when i will get this cause i want to wear it to the movie,Marvel Legends Series Infinity Gauntlet Articulated Electronic Fist,http://ecx.images-amazon.com/images/I/81mQKShHyCL.jpg,0
What happens if my hand isn't big enough to use the way intended can it be returned?,Marvel Legends Series Infinity Gauntlet Articulated Electronic Fist,http://ecx.images-amazon.com/images/I/81mQKShHyCL.jpg,0
Is this real one from hasbro or a fake one,Marvel Legends Series Infinity Gauntlet Articulated Electronic Fist,http://ecx.images-amazon.com/images/I/81mQKShHyCL.jpg,0
Is it plastic?,Marvel Legends Series Infinity Gauntlet Articulated Electronic Fist,http://ecx.images-amazon.com/images/I/81mQKShHyCL.jpg,0
Can anyone recommend a relatively cheap display case or stand for this? I have cats and they're going to knock it over if it isn't sturdy.,Marvel Legends Series Infinity Gauntlet Articulated Electronic Fist,http://ecx.images-amazon.com/images/I/81mQKShHyCL.jpg,0
This is on aliexpress for $25.... don't buy here :),Marvel Legends Series Infinity Gauntlet Articulated Electronic Fist,http://ecx.images-amazon.com/images/I/81mQKShHyCL.jpg,0
I want my refund you guys said you had it in stock and now you guys dont,Marvel Legends Series Infinity Gauntlet Articulated Electronic Fist,http://ecx.images-amazon.com/images/I/81mQKShHyCL.jpg,0
2 wires input.  What for?   Runs the unit or monitor point?  If monitor point then what runs the unit.  It does not say what battery it takes or even,SMAKN® 2 Wire Green Dc 4.0-30v LED Panel Digital Display Voltage Meter Voltmeter,http://ecx.images-amazon.com/images/I/41K0OIDN9pL.jpg,0
Does the tank top look like the picture?,Astylish Women's Summer Sexy V Neck Casual Sleeveless Cami Tank Tops,http://ecx.images-amazon.com/images/I/719td+ALW0L.jpg,0
can i make video calls on the att network?,Samsung Galaxy J3 J320A Unlocked Smartphone 16GB 1.5GB RAM U.S. Warranty (White),http://ecx.images-amazon.com/images/I/81oWBvK6-cL.jpg,0
can you get this cheaper,Samsung Galaxy J3 J320A Unlocked Smartphone 16GB 1.5GB RAM U.S. Warranty (White),http://ecx.images-amazon.com/images/I/81oWBvK6-cL.jpg,0
How would I go about linking this to my tv?,"Fluance Fi70 Three-Way Wireless High Fidelity Music System with Powerful Amplifier & Dual 8"" Subwoofers (Black Ash)",http://ecx.images-amazon.com/images/I/41kBVtLlZ1L.jpg,0
Does this work with any smart TV?,Logitech MK270 Wireless Keyboard and Mouse Combo - Keyboard and Mouse Included 2.4GHz Dropout-Free Connection Long Battery Life,http://ecx.images-amazon.com/images/I/71GretBslWL.jpg,0
Are the arrow heads removable??,Tiger Archery 30Inch Carbon Arrow Practice Hunting Arrows With Removable Tips for Compound & Recurve Bow(Pack of 12) (Black White),http://ecx.images-amazon.com/images/I/61MnDKI3AEL.jpg,0
Does the elasticity of the material vary with temperature?,Exeggcute Shape Bike Hang Safety Zone Red Tail Light,http://ecx.images-amazon.com/images/I/61E-wDaJeHL.jpg,0
How often should I check these for rips tears or lumps?,Exeggcute Shape Bike Hang Safety Zone Red Tail Light,http://ecx.images-amazon.com/images/I/61E-wDaJeHL.jpg,0
Does it come with Jarvis installed?,Galaxy S6 Edge 64GB Iron Man Limited Edition Unlocked International Version,http://ecx.images-amazon.com/images/I/51rE3GRcPeL.jpg,0
How many itemes had just gone (through this week),Galaxy S6 Edge 64GB Iron Man Limited Edition Unlocked International Version,http://ecx.images-amazon.com/images/I/51rE3GRcPeL.jpg,0
is it fake,Galaxy S6 Edge 64GB Iron Man Limited Edition Unlocked International Version,http://ecx.images-amazon.com/images/I/51rE3GRcPeL.jpg,0
are these bluetooth or what wire connector configuration,BOSS Audio MRWT40 Marine Waketower Speaker System - 400 Watts of Power Per Pair 200 Watts Each 4 Inch Full Range 2 Way Sold in Pairs Marine Grade Weatherproof Sold in Pairs,http://ecx.images-amazon.com/images/I/71UZ0+oxkkL.jpg,0
This is ridiculous that you would attempt to keep reviews for a knife sharpener yet you’re selling headphones...very misleading. reported?,Earbuds HokoAcc in-Ear Headphones Noise Isolation Headsets Heavy Bass Earphones with Microphone Compatible iPhone Samsung iPad and Most Android Phones,http://ecx.images-amazon.com/images/I/51OmXKWPUvL.jpg,0
"I basically need a ""female"" wheel as my chair's pins are built in.  Can you remove the metal pin from these wheels? i'm finding mixed answers...",(SET OF 5) Office Addiction - Rollerblade Office Chair Replacement Wheels - Hardwood Safe 3-Inch Heavy Duty Replacements - Ball Bearing Swivels - Floor Safe Design - Black/Clear,http://ecx.images-amazon.com/images/I/51qwkZJ4qxL.jpg,0
Is it shipped in one box or several?,"Flexible Flyer ""Triple Fun""  Swing Set",http://ecx.images-amazon.com/images/I/418ze3yNA+L.jpg,0
Is this item kosher?,The Source Hot Sauce 7.1 Million Scoville Units,http://ecx.images-amazon.com/images/I/A1X36XKzW-S.jpg,0
Return policy & willing to sell at a discount rate for an actual unbiased opinion?,AssTastic Alexis Life Size Pussy and Ass Masturbator,http://ecx.images-amazon.com/images/I/71tWb91ZJJL.jpg,0
Is it made of memory foam,David Faux Suede 8 Feet Lounger Bean Bag (Tuscany Tan),http://ecx.images-amazon.com/images/I/91p0Htd56CL.jpg,0
Why is this cat tree no longer available?   Will it be offered for sale again?,FEANDREA Cat Tree with Sisal-Covered Scratching Posts and 2 Plush Condos Cat Furniture for Kittens Light Gray UPCT61W,http://ecx.images-amazon.com/images/I/816isHv9j0L.jpg,0
"Why are some of these adapter ""without glass"" and this one is ""with"" glass?  Is there a reason to buy one adapter over the other? Thanks!",Fotodiox Lens Mount Adapter - Minolta MD MC Rokkor Lens to Nikon Camera for Nikon D1 D1H D1X D2H D2X D2Hs D2Xs D3 D3X D3s D4 D100 D200 D300 D300S D700 D800 D800E D40 D50 D60 D70 D70S D80 D40X D90 D3000 D3100 D3200 D5000 D5100 D7000 Fuji S1 S2 S3 S5,http://ecx.images-amazon.com/images/I/41JEWwLKESL.jpg,0
What type of switches does this use (cherry mx black? blue? something else?),The Seafarer Keyboard,http://ecx.images-amazon.com/images/I/71T02zR4vfL.jpg,0
Will the color of plastic stemless wine glasses fade?,Ketia Stemless Plastic Wine Glasses with Saying[4 PCS/Set 16 Oz]~ Premium Quality Wine Tumbler~ Shatterproof Reusable Plastic Wine Cups~Great Whale~Indoor/Outdoor Barware ~,http://ecx.images-amazon.com/images/I/61EQ1Y47hsL.jpg,0
What is the diameter of these straws? And what is the length?,"8"" Assorted Neon Fat Straws 2400/Case",http://ecx.images-amazon.com/images/I/31f9qdQmNiL.jpg,0
does this come with a wrist band or do i need to also pre order the band for the firbit blaze?,Fitbit Blaze Smart Fitness Watch Black Silver Large (6.7 - 8.1 inch),http://ecx.images-amazon.com/images/I/61t-Ypo5-cL.jpg,0
Does it have the quickview watch like the charge hr?,Fitbit Blaze Smart Fitness Watch Black Silver Large (6.7 - 8.1 inch),http://ecx.images-amazon.com/images/I/61t-Ypo5-cL.jpg,0
which is the best mouse for this laptop?,"Alienware AW17R4-7352SLV-PUS 17"" QHD Laptop (7th Generation Intel Core i7 32GB RAM 256SSD + 1TB HDD Silver) VR Ready with NVIDIA GTX 1080",http://ecx.images-amazon.com/images/I/71j3ERDIjzL.jpg,0
How many packs of 10 or 12 sticks are this order or how many sticks total are in this order?,Blunteffects Hand-dipped Incense Display 72 Count,http://ecx.images-amazon.com/images/I/71pr3TwwzRL.jpg,0
How do you keep the mask in place? It keeps sliding down so I can't see anything?,Accoutrements Horse Head Mask,http://ecx.images-amazon.com/images/I/81tYsoIcSML.jpg,0
can you return if not completely satisfied?,Accoutrements Horse Head Mask,http://ecx.images-amazon.com/images/I/81tYsoIcSML.jpg,0
offer I could not afford to refuse,Accoutrements Horse Head Mask,http://ecx.images-amazon.com/images/I/81tYsoIcSML.jpg,0
I'm worried about my package. I ordered it September 7th and the estimated arrival is 10/21? 6 weeks?!?! Please tell me it arrives earlier.,Accoutrements Horse Head Mask,http://ecx.images-amazon.com/images/I/81tYsoIcSML.jpg,0
Is it Machine Washable?,Accoutrements Horse Head Mask,http://ecx.images-amazon.com/images/I/81tYsoIcSML.jpg,0
You can be sent abroad paying extra for shipping ??,Qiyun 47` White color 1.2M Giant Huge Cuddly Stuffed Animals Plush Teddy Bear...,http://ecx.images-amazon.com/images/I/517-CTJHV7L.jpg,0
I can buy it from Colombia and delivered in Portland?,Qiyun 47` White color 1.2M Giant Huge Cuddly Stuffed Animals Plush Teddy Bear...,http://ecx.images-amazon.com/images/I/517-CTJHV7L.jpg,0
Does the bear come compressed or just shoved into the box,Qiyun 47` White color 1.2M Giant Huge Cuddly Stuffed Animals Plush Teddy Bear...,http://ecx.images-amazon.com/images/I/517-CTJHV7L.jpg,0
Mine was in a compressed bag will it go to normal when opened,Qiyun 47` White color 1.2M Giant Huge Cuddly Stuffed Animals Plush Teddy Bear...,http://ecx.images-amazon.com/images/I/517-CTJHV7L.jpg,0
does this machine fold up to go under my bed? i have very limited space,LifeSpan TR1200i Folding Treadmill,http://ecx.images-amazon.com/images/I/61Wxd0rcf+L.jpg,0
What is the maximum wattage of this device?,LifeSpan TR1200i Folding Treadmill,http://ecx.images-amazon.com/images/I/61Wxd0rcf+L.jpg,0
For the standard Bruce Stress Test protocol I need to know % grade. e.g. What % grade does Level 4 correspond to?,LifeSpan TR1200i Folding Treadmill,http://ecx.images-amazon.com/images/I/61Wxd0rcf+L.jpg,0
Does the iphone dock work with iphone 4,LifeSpan TR1200i Folding Treadmill,http://ecx.images-amazon.com/images/I/61Wxd0rcf+L.jpg,0
What is your return policy?,LifeSpan TR1200i Folding Treadmill,http://ecx.images-amazon.com/images/I/61Wxd0rcf+L.jpg,0
Does this treadmill have a built-in fan?,LifeSpan TR1200i Folding Treadmill,http://ecx.images-amazon.com/images/I/61Wxd0rcf+L.jpg,0
Does this plug in to an outlet or use battery,LifeSpan TR1200i Folding Treadmill,http://ecx.images-amazon.com/images/I/61Wxd0rcf+L.jpg,0
Does this incline,LifeSpan TR1200i Folding Treadmill,http://ecx.images-amazon.com/images/I/61Wxd0rcf+L.jpg,0
What are the differences and other light boxes?,Light Box Photography Portable Photo Studio Box for Jewelry and Small Items - Built-in 2pcs 6000K LED Strips - 9 x 9 inches - Switch USB Cable - 4 Colors Backdrops,http://ecx.images-amazon.com/images/I/11730Lwj8JL.jpg,0
Is there a shadow?,Light Box Photography Portable Photo Studio Box for Jewelry and Small Items - Built-in 2pcs 6000K LED Strips - 9 x 9 inches - Switch USB Cable - 4 Colors Backdrops,http://ecx.images-amazon.com/images/I/11730Lwj8JL.jpg,0
Does this include backdrop? If so what colors?,Light Box Photography Portable Photo Studio Box for Jewelry and Small Items - Built-in 2pcs 6000K LED Strips - 9 x 9 inches - Switch USB Cable - 4 Colors Backdrops,http://ecx.images-amazon.com/images/I/11730Lwj8JL.jpg,0
What are the dimensions of the light box?,Light Box Photography Portable Photo Studio Box for Jewelry and Small Items - Built-in 2pcs 6000K LED Strips - 9 x 9 inches - Switch USB Cable - 4 Colors Backdrops,http://ecx.images-amazon.com/images/I/11730Lwj8JL.jpg,0
Is this the hard copy of the game disk? Or just a code?,Jurassic World Evolution - Xbox One Edition,http://ecx.images-amazon.com/images/I/91rifocL6sL.jpg,0
Do these come in the mail or the front door?,ELEMENTS 300 Ultra Thin Rice Rolling Paper 1.25 1 1/4 Size 1 Pack = 300 Leaves,http://ecx.images-amazon.com/images/I/717jTu71BsL.jpg,0
Can I have this shipped with my Prime to Alaska?,Lifetime 1221 Pro Court Height Adjustable Portable Basketball System 44 Inch Backboard,http://ecx.images-amazon.com/images/I/71wglMKNLIL.jpg,0
The screws on the base are loose the nut does not seem to go all the way.  What am I doing wrong?,Lifetime 1221 Pro Court Height Adjustable Portable Basketball System 44 Inch Backboard,http://ecx.images-amazon.com/images/I/71wglMKNLIL.jpg,0
Is this for adults as well? buying for my 6'1 husband (i don't know anything about hoops) help!,Lifetime 1221 Pro Court Height Adjustable Portable Basketball System 44 Inch Backboard,http://ecx.images-amazon.com/images/I/71wglMKNLIL.jpg,0
Does the rose gold color stay in the grooves? Also my man never wore a ring & has a hard time with a thick band between his fingers would this be good,Will Queen 8mm Black Tungsten Rings with Rose Gold Grooves Men's Wedding Bands Top Polished Comfort Fit,http://ecx.images-amazon.com/images/I/71tqvOYl7eL.jpg,0
What is a more comfortable chair than the Embody. Read that it increased lumbar back pain.,Herman Miller Embody Chair: Fully Adj Arms - Graphite Frame/Base - Standard Carpet Casters,http://ecx.images-amazon.com/images/I/81-yG7TPgkL.jpg,0
What are dimensions of the crucifix itself please?,Blessed by Pope Francis San Damiano Cross Crucifix Black Leather Corded Necklace,http://ecx.images-amazon.com/images/I/51r2jy2RgjL.jpg,0
Is it easy to provide an audio sample?,,http://ecx.images-amazon.com/images/I/713TwuU5BcL.jpg,0
Is this belt  smaller than the wwe spinner replica adult size belts?,WWE WHITE STRAP INTERCONTINENTAL (2014) CHAMPIONSHIP ADULT SIZE REPLICA WRESTLING BELT,http://ecx.images-amazon.com/images/I/518jJW8PDLL.jpg,0
I'm 5'10 125 what size would be good?,Womens Long Sleeves Crewneck Bodycon Bandage Midi Evening Dresses in Black Large,http://ecx.images-amazon.com/images/I/41mn-5lI8qL.jpg,0
Does this really work?,Attraction Oil for Money Love & Career Hoodoo Wicca Pagan Voodoo Santeria,http://ecx.images-amazon.com/images/I/81ItCoBYiGL.jpg,0
Is there alcohol in this oil?,Attraction Oil for Money Love & Career Hoodoo Wicca Pagan Voodoo Santeria,http://ecx.images-amazon.com/images/I/81ItCoBYiGL.jpg,0
Does anyone know what oil is used for the carrier base oil? I can't use sweet almond due to a tree nut allergy.,Attraction Oil for Money Love & Career Hoodoo Wicca Pagan Voodoo Santeria,http://ecx.images-amazon.com/images/I/81ItCoBYiGL.jpg,0
How long does shipping take?,Attraction Oil for Money Love & Career Hoodoo Wicca Pagan Voodoo Santeria,http://ecx.images-amazon.com/images/I/81ItCoBYiGL.jpg,0
Do have to use candle for this work or I can put a drop on my body it will still work the same,Attraction Oil for Money Love & Career Hoodoo Wicca Pagan Voodoo Santeria,http://ecx.images-amazon.com/images/I/81ItCoBYiGL.jpg,0
How this  works ? Should we light on the candke and put oil in it?,Attraction Oil for Money Love & Career Hoodoo Wicca Pagan Voodoo Santeria,http://ecx.images-amazon.com/images/I/81ItCoBYiGL.jpg,0
How to use this oil?,Attraction Oil for Money Love & Career Hoodoo Wicca Pagan Voodoo Santeria,http://ecx.images-amazon.com/images/I/81ItCoBYiGL.jpg,0
Can i buy protection plan after i have it for two weeks?,Replacement remote for Amazon Echo,http://ecx.images-amazon.com/images/I/71qbu9BP4HL.jpg,0
exactly what kind of steel?,8th Century Full Tang Battle Ready Handmade Viking Raider Godfred Sword w/ Scabbard Razor Sharp,http://ecx.images-amazon.com/images/I/51GOolO3HgL.jpg,0
Is it sharpe,8th Century Full Tang Battle Ready Handmade Viking Raider Godfred Sword w/ Scabbard Razor Sharp,http://ecx.images-amazon.com/images/I/51GOolO3HgL.jpg,0
Why do you say its full tang when the blade is welded to a piece of allthread and the grip is just a wooden handle drilled out for the all thread.,8th Century Full Tang Battle Ready Handmade Viking Raider Godfred Sword w/ Scabbard Razor Sharp,http://ecx.images-amazon.com/images/I/51GOolO3HgL.jpg,0
This is a question I ask a lot about swords: how high of carbon is the steel?,8th Century Full Tang Battle Ready Handmade Viking Raider Godfred Sword w/ Scabbard Razor Sharp,http://ecx.images-amazon.com/images/I/51GOolO3HgL.jpg,0
Is the candy processed in a factory with peanuts?,Zombie Poop - Candy Bones in Vintage Cotton Sack,http://ecx.images-amazon.com/images/I/81Uuq33Xu3L.jpg,0
how many inches is it when it stands up,"Bandai Hobby Star Wars 1/12 Plastic Model First Order Stormtrooper ""Star Wars""",http://ecx.images-amazon.com/images/I/51tGhKOYRJL.jpg,0
Will the price go lower for Black friday or should I buy it now?,"Bandai Hobby Star Wars 1/12 Plastic Model First Order Stormtrooper ""Star Wars""",http://ecx.images-amazon.com/images/I/51tGhKOYRJL.jpg,0
How much are all the shipping options,"Bandai Hobby Star Wars 1/12 Plastic Model First Order Stormtrooper ""Star Wars""",http://ecx.images-amazon.com/images/I/51tGhKOYRJL.jpg,0
Does this kit require adhesive?,"Bandai Hobby Star Wars 1/12 Plastic Model First Order Stormtrooper ""Star Wars""",http://ecx.images-amazon.com/images/I/51tGhKOYRJL.jpg,0
Is this the 2 peace or the full 1pc????,Windy City Novelties Black Stadium Horn-28,http://ecx.images-amazon.com/images/I/11NRmeb+XHL.jpg,0
Is this a real,George Bush the Hunter 25 Million Dollar Novelty Bill,http://ecx.images-amazon.com/images/I/619FjJB-xpL.jpg,0
Can I plug a ethernet cord directly from my current router to the extended router? So it has a solid wired connection.,TP-Link AC1900 Wireless Wi-Fi Gigabit Router with Touch Screen Setup (Touch P5),http://ecx.images-amazon.com/images/I/71SNEolVV1L.jpg,0
Just got this for my son.  The figure doesn't stand on its own and there isn't a stand.  Did anyone else have this issue?,Funko Pop! The Vote - Donald Trump Vinyl Figure,http://ecx.images-amazon.com/images/I/41P+fQzjnpL.jpg,0
I want to get this as a gag gift. Does any of the money go to them?,Funko Pop! The Vote - Donald Trump Vinyl Figure,http://ecx.images-amazon.com/images/I/41P+fQzjnpL.jpg,0
Will these be exclusive for Amazon?,Funko Pop! The Vote - Donald Trump Vinyl Figure,http://ecx.images-amazon.com/images/I/41P+fQzjnpL.jpg,0
Will this help put Hillary in prison?,Funko Pop! The Vote - Donald Trump Vinyl Figure,http://ecx.images-amazon.com/images/I/41P+fQzjnpL.jpg,0
How big is the ball?,Kitras Witch Ball Cobalt,http://ecx.images-amazon.com/images/I/81Q03JHBaDL.jpg,0
Is this material so thin you can see through it or is is like a sheet?,RawyalCrafts- Indian Elephant Mandala Round Roundie Beach Throw Tapestry Hippy Boho Gypsy Cotton Tablecloth Beach Towel,http://ecx.images-amazon.com/images/I/51VfExQezvL.jpg,0
Is this big enough for two people to lay on by the beach?,RawyalCrafts- Indian Elephant Mandala Round Roundie Beach Throw Tapestry Hippy Boho Gypsy Cotton Tablecloth Beach Towel,http://ecx.images-amazon.com/images/I/51VfExQezvL.jpg,0
What size bolts will fit. 20?,PSE Zombie Defense Pistol Crossbow Package,http://ecx.images-amazon.com/images/I/71TxFMtE-WL.jpg,0
Do they have replacement  bows for this,PSE Zombie Defense Pistol Crossbow Package,http://ecx.images-amazon.com/images/I/71TxFMtE-WL.jpg,0
Can these be painted with watercolors?,Stuff2Color Line Art Bundle - 10 Coloring Poster Pack I,http://ecx.images-amazon.com/images/I/81O9ag2FU7L.jpg,0
What are the dimensions?,Safari Wild Prehistoric World: Pachyrhinosaurus,http://ecx.images-amazon.com/images/I/61RRx9wXjML.jpg,0
can you write on these?,Avery Mailing Seals Clear PermanentNon-Perforated 480 per Pack (5248),http://ecx.images-amazon.com/images/I/813q2uWi9aL.jpg,0
How long before you have to blast the weeds again? Do they grow back within a week?,Red Dragon BP 2512 SVC 400000 BTU Weed Dragon Backpack Propane Vapor Torch Kit with Squeeze Valve,http://ecx.images-amazon.com/images/I/41K5yMOucTL.jpg,0
How does it work burning leaves,Red Dragon BP 2512 SVC 400000 BTU Weed Dragon Backpack Propane Vapor Torch Kit with Squeeze Valve,http://ecx.images-amazon.com/images/I/41K5yMOucTL.jpg,0
Can you commit arson with it?,Red Dragon BP 2512 SVC 400000 BTU Weed Dragon Backpack Propane Vapor Torch Kit with Squeeze Valve,http://ecx.images-amazon.com/images/I/41K5yMOucTL.jpg,0
Will it remove gum?,Red Dragon BP 2512 SVC 400000 BTU Weed Dragon Backpack Propane Vapor Torch Kit with Squeeze Valve,http://ecx.images-amazon.com/images/I/41K5yMOucTL.jpg,0
Have a 1/4 mile,Red Dragon BP 2512 SVC 400000 BTU Weed Dragon Backpack Propane Vapor Torch Kit with Squeeze Valve,http://ecx.images-amazon.com/images/I/41K5yMOucTL.jpg,0
Do you need a license for this?,Red Dragon BP 2512 SVC 400000 BTU Weed Dragon Backpack Propane Vapor Torch Kit with Squeeze Valve,http://ecx.images-amazon.com/images/I/41K5yMOucTL.jpg,0
Brilliant sense of humor?,Red Dragon BP 2512 SVC 400000 BTU Weed Dragon Backpack Propane Vapor Torch Kit with Squeeze Valve,http://ecx.images-amazon.com/images/I/41K5yMOucTL.jpg,0
What is the best way to hang them? If I take a piece of something like fishing string and hang it from a hook I screw into the ceiling will that work?,Kitras 6-Inch Birthday Ball March,http://ecx.images-amazon.com/images/I/51mjAox4b6L.jpg,0
Trying to figure out which weight id want. Can someone give me an idea of how much heavier theirs feels compared to regular down comforter or blanket?,Weighted Idea Soft Weighted Blanket Adult 15 lbs | 60''x80'' | Grey Rhombus | with Removable Cover,http://ecx.images-amazon.com/images/I/41gJy3Q33sL.jpg,0
Should i buy this or the ipad mini 4 i have the ipad mini 1?,Apple MGNR2 / MGNR2LL/A / MGNR2LL/A iPad Mini 3 16GB - Space Gray,http://ecx.images-amazon.com/images/I/51jowmOEN7L.jpg,0
