question,product_description,image_url,label
does it get rid of chiggers,Neatmaster Ultrasonic Pest Repellent - Electronic Pest Control Plug in-Pest Repeller for Insect - Mice Roaches Bugs Fleas Mosquitoes Spiders (White),http://ecx.images-amazon.com/images/I/51k0kAgb3wL.jpg,1
Does it work on white walkers and their spiders the size of hounds?,Neatmaster Ultrasonic Pest Repellent - Electronic Pest Control Plug in-Pest Repeller for Insect - Mice Roaches Bugs Fleas Mosquitoes Spiders (White),http://ecx.images-amazon.com/images/I/51k0kAgb3wL.jpg,1
Has anyone tried this to get rid of Flying Squirrels?,Neatmaster Ultrasonic Pest Repellent - Electronic Pest Control Plug in-Pest Repeller for Insect - Mice Roaches Bugs Fleas Mosquitoes Spiders (White),http://ecx.images-amazon.com/images/I/51k0kAgb3wL.jpg,1
I want to protect a veg patch from mice. I have sheds at either end of the patch 40' apart. Would a unit in each shed protect the veg patch?,Neatmaster Ultrasonic Pest Repellent - Electronic Pest Control Plug in-Pest Repeller for Insect - Mice Roaches Bugs Fleas Mosquitoes Spiders (White),http://ecx.images-amazon.com/images/I/51k0kAgb3wL.jpg,1
If my boyfriend has a small face will the big face for boyfriend make his face bigger?,Zeiger Men's Unusual Vietnam Military Sport Wrist Watch Forces Marine Corps Swiss Army Big face for Boyfriend Dual Time Leather Band,http://ecx.images-amazon.com/images/I/71LcwNWg-8L.jpg,1
Will this prevent road rash if I slide after taking a spill on a motorcycle,Motorcycle Full Body Armor Protector Pro Street Motocross ATV Guard Shirt Jacket with Back Protection Black 3XL,http://ecx.images-amazon.com/images/I/51mTiI2WfeL.jpg,1
Will this also work for the Zombie Apocalypse?,Motorcycle Full Body Armor Protector Pro Street Motocross ATV Guard Shirt Jacket with Back Protection Black 3XL,http://ecx.images-amazon.com/images/I/51mTiI2WfeL.jpg,1
Do u think I could use this to pitch & hit in softball?,Motorcycle Full Body Armor Protector Pro Street Motocross ATV Guard Shirt Jacket with Back Protection Black 3XL,http://ecx.images-amazon.com/images/I/51mTiI2WfeL.jpg,1
Will this help protect against me against antifa hitting me in the torso region?,Motorcycle Full Body Armor Protector Pro Street Motocross ATV Guard Shirt Jacket with Back Protection Black 3XL,http://ecx.images-amazon.com/images/I/51mTiI2WfeL.jpg,1
Can I pay child support with this?,Juvale $9300 in Play Money - Copy Money Pretend Dollar Bills - Realistic Money Stack - That Look Real - Small Bills (5 X 2.5 inches) - 50 Each Amount - 300 Bills Total,http://ecx.images-amazon.com/images/I/81WfOecpDqL.jpg,1
Do you have to plug in these shoes to charge them for the earthing benefits?,pluggz Women's Classic Ballet Flats,http://ecx.images-amazon.com/images/I/61BA4KsPXwL.jpg,1
Will this lamp steal my soul and harvest its energy to bring the dead back to life?,Himalayan Glow 1002 Pink Crystal Salt Lamp (8-11 Lbs),http://ecx.images-amazon.com/images/I/612OjM+2-zL.jpg,1
Is this item part of the recall?,Himalayan Glow 1002 Pink Crystal Salt Lamp (8-11 Lbs),http://ecx.images-amazon.com/images/I/612OjM+2-zL.jpg,1
Will it cook breakfast and make coffee?,Pebble Time Steel Smartwatch for Apple/Android Devices - Silver,http://ecx.images-amazon.com/images/I/71wzZJzRe9L.jpg,1
Does it Control newly wed husbands to actually listen?,Pebble Time Steel Smartwatch for Apple/Android Devices - Silver,http://ecx.images-amazon.com/images/I/71wzZJzRe9L.jpg,1
Will these shoes take me to the future?,Back to the Future 2 Light Up Shoes Universal Studios Officially Licensed Size 9,http://ecx.images-amazon.com/images/I/810iY41CYeL.jpg,1
Will this fit a ninja?,Nutribullet 32 oz Oversized Mug with Lip Ring,http://ecx.images-amazon.com/images/I/51fkZFn0iHL.jpg,1
"Is it safe to land this on one of those new-fangled ""Tiny Houses""?",2017 Santa's Sleigh,http://ecx.images-amazon.com/images/I/61yK27vYw6L.jpg,1
does it have missile defense for flights over north korea,2017 Santa's Sleigh,http://ecx.images-amazon.com/images/I/61yK27vYw6L.jpg,1
Where can i fill up the coal compartment for my my bahumbuggy? also where can i toss this gigantic rancid christmas goose?,2017 Santa's Sleigh,http://ecx.images-amazon.com/images/I/61yK27vYw6L.jpg,1
Do I need a pilots license?,2017 Santa's Sleigh,http://ecx.images-amazon.com/images/I/61yK27vYw6L.jpg,1
How sharp is the blade? Will it cut my eyes if I look at it?,Imarku Pro Kitchen 8 Inch Chef's Knife High Carbon Stainless Steel Sharp Gyutou Knives Ergonomic Equipment,http://ecx.images-amazon.com/images/I/517xiIO3l5L.jpg,1
have you tried it on a shark? we are sleeping at the aquarium next week and we need to fight off the sharks,Black Hand Tool For Fishing,http://ecx.images-amazon.com/images/I/719Ci+gcfzL.jpg,1
have you tried it on a shark? we are sleeping at the aquarium next week and we need to fight off the sharks,Black Hand Tool For Fishing,http://ecx.images-amazon.com/images/I/719Ci+gcfzL.jpg,1
I need to beat a really big fish actually bigger than me do you think this could help me? will some punches to the face be enough?,Black Hand Tool For Fishing,http://ecx.images-amazon.com/images/I/719Ci+gcfzL.jpg,1
Are these the bears from hell that will ruin your life,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
If i eat the entire bag will l i turn into a gummy bear at the stroke of midnight???,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
Is the rumor that since the bears are born in Turkey and its just simple logic that they are going to attempt to create a turkey flavored gummy bear?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
How many should I eat if I want to survive?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
Are these really alien babies?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
Will eating the entire bag turn you into a gummy bear at the stroke of midnight?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
Recently when a guest was over they at all my gummy worms. I want revenge. How much do they have to eat before they regret it? Do they really work?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
Will i become jesus if i wolf these down in under a minute?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
If you put the bag into the microwave will it turn into one big gummy bear?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
Would this make my cat explode?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
What would Helen Keller say about this?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
I heard that bear meat was both lean and nutritious. Can I live on only bear meat and water?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
if jimmy cracked corn and nobody cares why doesn't he just eat gummy bears?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
Will my lord and savior Adoff Hitler come back to life if i burn as many gummi bears as he did jews?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
How many 5 pounds bags will it take for me to fill a bathtub?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
Are these gummy bears actually bears molded into gummy?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
How can I deliver a package of these to Donald Trump?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
make you poo?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
How many gummi bears must I eat for the desired effect?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
Help i ate the whole bag in one sitting am i going to die?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
Can these kill your enemies,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
Why did the bears have to die?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
If these are made in turkey am i supporting isis if i buy a bag?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
Whats the ratio of gumminess to the bear?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
This looks like it has sugar in it i thought only sugar free is what caused all the problems? If you look it clearly says on the label sugar....,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
do they make the yellow Bears from big polar bears and the broun from grizzly bear?   save the bears life),Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
Would these have saved Elvis?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
Can me and my dog fly after finishing the whole bag?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
Does it come with a toothbrush and paste?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
Will i poop gold?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
The commercial with the company executives with child voices should have been a Super Bowl commercial. So funny.?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
Can they be inserted anally?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
If you put the bag into the microwave will it turn into one big gummy bear?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
Have Amazon buying executives seen the recent German documentary that shows how pigs used for gummy bear gelatin are treated?? Google it.,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
Do they rape your insides like a rapist,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
What will happen if I eat these and then use the squatty potty?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
I just finished eating a 5 lb block of government cheese. Will this help me in a couple days?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
will this turn me to a snicker bar,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
after eating these i felt like my stomach gave birth to a doppelganger of my younger brother does this happen to anyone else?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
Do these gummy bears affect the little man that lives in my anus? Can I use them to remove him and his nagging about the lack of climate control?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
Have aliens tested the bears given the warning on the packet about the gastrointestinal consequences of eating a product not of the earth?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
Are they sexier in person??,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
Do we unite to rebuild fallen rectum trajedy with words of hope?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
Who is the turd burglar?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
What year did the Mongols rule China?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
Is this good for magic the gathering tournaments and watching porn?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
Can someone please explain to me why the sugar free ones give you diarrhea?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
am i gay,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
What are the consequences of eating just 1 gummy bear?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
Will these candies increase their ability to destroy my gastrointestinal system if I wait until they expire?  I'm trying to lose weight.,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
Will i become fatter or fatterer?,Haribo Gummi Candy Goldbears Gummi Candy 5 Pound Bag,http://ecx.images-amazon.com/images/I/51P-pDGMnGL.jpg,1
Will this help keep relatives such as my mother-in-law off of my property?,Tanglefree Fake Magnum Owl Decoy - Pest Repellent Garden Protector,http://ecx.images-amazon.com/images/I/81R41J34fmL.jpg,1
can i fly with this?,Samsung Gear VR (2016) - GS7s Note 5 GS6s (US Version w/ Warranty - Discontinued by Manufacturer by Manufacturer),http://ecx.images-amazon.com/images/I/91P3CVkjsPL.jpg,1
Does this come with my father? He said hes going for pizza 15 years ago so I am wandering,Roblox Work at a Pizza Place Game Pack,http://ecx.images-amazon.com/images/I/71BxCdvAzEL.jpg,1
Why would you drink WINE from something like that? Are we a robots already?,Stainless Steel Wine Tumblers Set of 4 18 Oz Unbreakable Stemless Wine Glass - Premium Grade 18/8 Stainless Steel Portable Wine Cup BPA Free Great for Daily Formal and Outdoor Use,http://ecx.images-amazon.com/images/I/4116aTfRGLL.jpg,1
Does it make you feel like Rock Lee when you take them off?,Ankle Weights (4 Pounds x 2) - Ankle Weights for Women and Men - Wrist Weights for Women and Men - Leg Weights for Women and Men - Arm Exercise Weights - Home Gym Workout Equipment - Ankle Weight,http://ecx.images-amazon.com/images/I/71J5cuV2cHL.jpg,1
Anyone use this to prevent booger eating?,Mavala Switzerland Mavala Stop nail biting 0.3 Fl Oz,http://ecx.images-amazon.com/images/I/81L26w1GjnL.jpg,1
Were these lights certified by *real fairies??,Brizled 100 LED Christmas Lights 33ft Christmas Lights Multi Color Connectable 120V UL Certified Christmas Tree Lights for Indoor Outdoor Xmas Party Home Patio Garden and Holiday Decorations,http://ecx.images-amazon.com/images/I/51xEMiGkEyL.jpg,1
can it kill zombies?,150 lb Black Hunting Crossbow Bow + 4x20 Scope + 7 Arrows / Bolts + Rope Cocking Device 180 175 80 50 lbs,http://ecx.images-amazon.com/images/I/51ZgMBOLTOL.jpg,1
Did a unicorn throw up on it?,STRESS SPINNER Colorful Camo Fidget Tri Hand Spinning Finger Toy Stocking Stuffer for ADHD EDC Focus Relieves Anxiety and Boredom,http://ecx.images-amazon.com/images/I/71xwuziq4OL.jpg,1
Is it true that if you throw the doll away that it will follow you???,TOMY Rika-chan Doll LD-06 Fruit Parlor,http://ecx.images-amazon.com/images/I/61XnAGRKy0L.jpg,1
"Wal-mart branded one exactly like this is $4.97; does it mean i hate my country if i don't ""buy american"" at a five-fold premium?",Craftsman Oil Filter Wrench Auto-Adjustable,http://ecx.images-amazon.com/images/I/41ZxBbRqu5L.jpg,1
A phoned-in Nintendo game? Is this real life? :(,Mario Tennis:  Ultra Smash,http://ecx.images-amazon.com/images/I/51tutVu1X4L.jpg,1
Does this work with the nunchucks?,Mario Tennis:  Ultra Smash,http://ecx.images-amazon.com/images/I/51tutVu1X4L.jpg,1
Does this come with the kool aid?,Trump the Game,http://ecx.images-amazon.com/images/I/51hLIKtDuvL.jpg,1
Where was this manufactured? Like Trump I hate outsourcing.,Trump the Game,http://ecx.images-amazon.com/images/I/51hLIKtDuvL.jpg,1
Where was this manufactured? Like Trump I hate outsourcing.,Trump the Game,http://ecx.images-amazon.com/images/I/51hLIKtDuvL.jpg,1
In thus Bible are Jesus speaking in red,KJV BIBLE LARGE PRINT COMPACT IN PINK,http://ecx.images-amazon.com/images/I/81qFPEGOU2L.jpg,1
If you die in the Matrix do you die in real life?,Patek Philippe Grand Complication Men's Platinium - 5496P-001,http://ecx.images-amazon.com/images/I/41cZnv6kQ2L.jpg,1
Escuse me sir what aisle are the paper towels in?,Patek Philippe Grand Complication Men's Platinium - 5496P-001,http://ecx.images-amazon.com/images/I/41cZnv6kQ2L.jpg,1
if this watch stops working .my heart Will do the same or no ???,Patek Philippe Grand Complication Men's Platinium - 5496P-001,http://ecx.images-amazon.com/images/I/41cZnv6kQ2L.jpg,1
can you get faster to a place by wearing this watch?,Patek Philippe Grand Complication Men's Platinium - 5496P-001,http://ecx.images-amazon.com/images/I/41cZnv6kQ2L.jpg,1
Lovely piece maybe when I take on a second job.,Patek Philippe Grand Complication Men's Platinium - 5496P-001,http://ecx.images-amazon.com/images/I/41cZnv6kQ2L.jpg,1
where do babies come from?,Patek Philippe Grand Complication Men's Platinium - 5496P-001,http://ecx.images-amazon.com/images/I/41cZnv6kQ2L.jpg,1
Does this watch come with the blood of a saber tooth tiger?,Patek Philippe Grand Complication Men's Platinium - 5496P-001,http://ecx.images-amazon.com/images/I/41cZnv6kQ2L.jpg,1
How many of these watches could a witch watch if a witch could watch these watches?,Patek Philippe Grand Complication Men's Platinium - 5496P-001,http://ecx.images-amazon.com/images/I/41cZnv6kQ2L.jpg,1
Will this watch help protect me from Voldemort?,Patek Philippe Grand Complication Men's Platinium - 5496P-001,http://ecx.images-amazon.com/images/I/41cZnv6kQ2L.jpg,1
Should pepperoni be cooked before putting on pizza?,Patek Philippe Grand Complication Men's Platinium - 5496P-001,http://ecx.images-amazon.com/images/I/41cZnv6kQ2L.jpg,1
Will this let me keep my seat without getting dragged off by police?,United Club One - Time Pass. Expiration 7/31/2017,http://ecx.images-amazon.com/images/I/41wvIq6VIyL.jpg,1
Who is the first rock pop,Funko POP Rocks: Gangnam Style Vinyl Figure,http://ecx.images-amazon.com/images/I/412QaXOu1lL.jpg,1
can she drink milk and eat baby,"Adora Toddler The Cat's Meow 20"" Girl Weighted Doll Gift Set for Children 6+ Huggable Vinyl Cuddly Snuggle Soft Body Toy",http://ecx.images-amazon.com/images/I/81VQ9i-5DgL.jpg,1
How many people fit on this boat?,"Hampton Nautical  Pacific Sailer Sails Boat 17"" Blue",http://ecx.images-amazon.com/images/I/41MD1Eu5IIL.jpg,1
Does it work on zombies or other forms of the undead?,JALL Ultrasonic Plug in Pest Control Electric Mouse Repellent Mosquito Mice Rat Roach Spider Flea Ant Fly Bed Bugs Cockroach-No Traps Poison & Spraye 6 Pack White,http://ecx.images-amazon.com/images/I/61WjBJ3yaOL.jpg,1
Do you get to go to Halloween Town?,Disney Infinity Figure Jack Skellington,http://ecx.images-amazon.com/images/I/61fbGd7aAbL.jpg,1
Is the top separate? could you can grow clones up there?,Gorilla LITE LINE Indoor 2x2.5 Grow Tent,http://ecx.images-amazon.com/images/I/41xLrbZeUzL.jpg,1
How do I hide from wife and son in basement?,Gorilla LITE LINE Indoor 2x2.5 Grow Tent,http://ecx.images-amazon.com/images/I/41xLrbZeUzL.jpg,1
Does it fits a medium size gorilla and 3 marijuana trees? can they have a symbiotic existence together?,Gorilla LITE LINE Indoor 2x2.5 Grow Tent,http://ecx.images-amazon.com/images/I/41xLrbZeUzL.jpg,1
I can’t seem to get my gorilla to get any taller than when i put him in here. what am i doing wrong?,Gorilla LITE LINE Indoor 2x2.5 Grow Tent,http://ecx.images-amazon.com/images/I/41xLrbZeUzL.jpg,1
Does it come with the wife and child?,Regalo Easy Step 38.5-Inch Extra Wide Walk Thru Baby Gate Bonus Kit Includes 6-Inch Extension Kit 4 Pack Pressure Mount Kit and 4 Pack Wall Mount Kit,http://ecx.images-amazon.com/images/I/7119kSPczzL.jpg,1
Does this come with the wife and kids?,Regalo Easy Step 38.5-Inch Extra Wide Walk Thru Baby Gate Bonus Kit Includes 6-Inch Extension Kit 4 Pack Pressure Mount Kit and 4 Pack Wall Mount Kit,http://ecx.images-amazon.com/images/I/7119kSPczzL.jpg,1
is the guy creepy,ToiletTree Products Fogless Shower Mirror with Squeegee,http://ecx.images-amazon.com/images/I/71dpHjaxNNL.jpg,1
Would this be good to have for the apocalypse?,Titanium Utility Cutlery Set & Titanium Chopstick Strong Lightweight (Ti) Healthy 4 Piece Chopsticks Knife Fork Spoon Set for Indoor / Outdoor Use in Waterproof Cloth Case (4-Piece Cutlery Set),http://ecx.images-amazon.com/images/I/818+qNDN-+L.jpg,1
"Does this write in the rain on wet ""rite in the rain"" papwr?",Fisher Space NonReflective Military Cap-O-Matic Space Pen Matte Black (SM4B),http://ecx.images-amazon.com/images/I/51EPv7XrO1L.jpg,1
Are you telling me that if one of these pens were dropped to the very depths of the ocean that a mermaid would be able to write notes down there???,Fisher Space NonReflective Military Cap-O-Matic Space Pen Matte Black (SM4B),http://ecx.images-amazon.com/images/I/51EPv7XrO1L.jpg,1
Does this contain human brain? If so can it be used to feed a zombie?,Bulletproof Brain Octane MCT Oil Perfect for Keto and Paleo Diet 100% Non-GMO Premium C8 Oil Ketogenic Friendly Responsibly Sourced from Coconuts Only Made in The USA (32 oz),http://ecx.images-amazon.com/images/I/71OxKRPROsL.jpg,1
Will my wife let me buy this?,Greenworks 20-Inch 12 Amp Corded Lawn Mower 25022,http://ecx.images-amazon.com/images/I/71LApYGfJ-L.jpg,1
Will these drinks kill my iMac?,Gatorade Original Thirst Quencher Variety Pack 20 Ounce Bottles (Pack of 12),http://ecx.images-amazon.com/images/I/71TSwWVjExL.jpg,1
Can it tell if you have any relatives from another planet? Will it specify which planet?,AncestryDNA: Genetic Testing Ethnicity,,1
neanderthal results?,AncestryDNA: Genetic Testing Ethnicity,,1
My husband wishes to know if this test can detect awesomeness?,AncestryDNA: Genetic Testing Ethnicity,,1
Can this be used for college scholarships?,AncestryDNA: Genetic Testing Ethnicity,,1
Will this pick up on Native American genes?,AncestryDNA: Genetic Testing Ethnicity,,1
Would this test identify parentage?,AncestryDNA: Genetic Testing Ethnicity,,1
What if I sent in dog saliva?,AncestryDNA: Genetic Testing Ethnicity,,1
who counts the lady bugs?,1500 Live Ladybugs - Good Bugs - Ladybugs - Guaranteed Live Delivery!,http://ecx.images-amazon.com/images/I/51Fyrf+C42L.jpg,1
what if hypothetically speaking someone were to release these 1500 ladybugs into someones house?,1500 Live Ladybugs - Good Bugs - Ladybugs - Guaranteed Live Delivery!,http://ecx.images-amazon.com/images/I/51Fyrf+C42L.jpg,1
Did 9gag bring anyone else here?,1500 Live Ladybugs - Good Bugs - Ladybugs - Guaranteed Live Delivery!,http://ecx.images-amazon.com/images/I/51Fyrf+C42L.jpg,1
silicone wedding ring fatafati.,Silicone Wedding Ring Wedding Band By Moxie Rings - 3 Ring Pack - Extremely Comfortable - Premium Silicone Wedding Ring Bands For An Active Lifestyle - Black - Navy - Gray w/Black Stripe,http://ecx.images-amazon.com/images/I/31-9hIS+qBL.jpg,1
Just one question does the female know she is not playing? GTA is one player,Ace Bayou X Rocker 5127401 Pedestal Video Gaming Chair Wireless Black,http://ecx.images-amazon.com/images/I/81xgWHrza6L.jpg,1
will this chair come to life?,Ace Bayou X Rocker 5127401 Pedestal Video Gaming Chair Wireless Black,http://ecx.images-amazon.com/images/I/81xgWHrza6L.jpg,1
Can you defeat magneto with them,Stainless Steel Cosplay Wolverine Claws 1 Pair (2 pieces),http://ecx.images-amazon.com/images/I/51jEqiQWpfL.jpg,1
You people are using my image without my consent.  remove it immediately.  also my claws are not the ones you are even advertising.  mine are plastic,Stainless Steel Cosplay Wolverine Claws 1 Pair (2 pieces),http://ecx.images-amazon.com/images/I/51jEqiQWpfL.jpg,1
Will this rower make me as mentally and physically as strong as Frank Underwood?,Water Rower Natural Rowing Machine in Ash Wood with S4 Monitor,http://ecx.images-amazon.com/images/I/61zQoTLWapS.jpg,1
will i became president?,Water Rower Natural Rowing Machine in Ash Wood with S4 Monitor,http://ecx.images-amazon.com/images/I/61zQoTLWapS.jpg,1
what do you call a shoe made from banana? hmmm a slipper!,Altama OTB Maritime Assault Fin Friendly Mid Cut Operators Boots,http://ecx.images-amazon.com/images/I/61NSsnDVB3L.jpg,1
what did the other shoe say to one?,Altama OTB Maritime Assault Fin Friendly Mid Cut Operators Boots,http://ecx.images-amazon.com/images/I/61NSsnDVB3L.jpg,1
Is this shoe appropriate for someone like me? i'm a hype!beast!,Altama OTB Maritime Assault Fin Friendly Mid Cut Operators Boots,http://ecx.images-amazon.com/images/I/61NSsnDVB3L.jpg,1
are these available with a composite safety toe?,Altama OTB Maritime Assault Fin Friendly Mid Cut Operators Boots,http://ecx.images-amazon.com/images/I/61NSsnDVB3L.jpg,1
Is this shoe appropriate for someone like me? i'm a hype!beast!,Altama OTB Maritime Assault Fin Friendly Mid Cut Operators Boots,http://ecx.images-amazon.com/images/I/61NSsnDVB3L.jpg,1
Does President Putin sponsor your pet spray?,Natural Pet Spray - Aromatherapy Lavender Essential Oil & Primrose Fur Deodorizer - For Dogs & Puppies - Cat Grooming Spray - Cleaner & Odor Control Spray - Cruelty Free - Tear Free Formula 8 Oz,http://ecx.images-amazon.com/images/I/51eu6ibMzZL.jpg,1
Is the picture with the woman on the bicycle photo shopped?,AUKEY Bluetooth Speaker Outdoor Waterproof IPX7 30-Hour Playtime Loud Enhanced Bass Portable Wireless Speakers Treble for Apple Samsung and More,http://ecx.images-amazon.com/images/I/41yVKs1lRtL.jpg,1
does it come with money,iZERCASE American Flag Samsung Galaxy S4 Case - Fits Samsung Galaxy S4 T-Mobile AT&T Sprint Verizon and International,http://ecx.images-amazon.com/images/I/71rGvqPTCVL.jpg,1
What if  my house is haunted. what if a ghost orders a  item via voice purchasing?,Echo (2nd Generation) - Smart speaker with Alexa - Charcoal Fabric,http://ecx.images-amazon.com/images/I/71vhCaHhHTL.jpg,1
does this make breakfsat?,Echo (2nd Generation) - Smart speaker with Alexa - Charcoal Fabric,http://ecx.images-amazon.com/images/I/71vhCaHhHTL.jpg,1
I asked alexa to order me a pizza.  she said i should have a salad.  now what do i do?,Echo (2nd Generation) - Smart speaker with Alexa - Charcoal Fabric,http://ecx.images-amazon.com/images/I/71vhCaHhHTL.jpg,1
